week,sku,inventory_level,consumption,lead_time_days,vendor_fill_rate,vendor_name,category,critical
2040-08-27,SKU-00036,8706,894,2,0.86,VendorB,Chemical,No
2040-09-03,SKU-00036,6904,782,8,0.85,VendorB,Chemical,No
2040-09-10,SKU-00036,7558,749,3,0.96,VendorB,Chemical,No
2040-09-17,SKU-00036,2463,589,11,0.86,VendorB,Chemical,No
2040-09-24,SKU-00036,2064,242,5,0.93,VendorB,Chemical,No
2040-10-01,SKU-00036,6541,781,9,0.98,VendorB,Chemical,No
2040-10-08,SKU-00036,4076,795,6,0.99,VendorB,Chemical,No
2040-10-15,SKU-00036,3713,814,4,0.93,VendorB,Chemical,No
2040-10-22,SKU-00036,4687,516,8,0.87,VendorB,Chemical,No
2040-10-29,SKU-00036,1886,367,2,0.86,VendorB,Chemical,No
2040-11-05,SKU-00036,5430,670,2,0.85,VendorB,Chemical,No
2040-11-12,SKU-00036,8312,694,7,0.86,VendorB,Chemical,No
2040-11-19,SKU-00036,5237,618,9,0.89,VendorB,Chemical,No
2040-11-26,SKU-00036,6569,710,5,0.97,VendorB,Chemical,No
2040-12-03,SKU-00036,3346,869,11,0.91,VendorB,Chemical,No
2040-12-10,SKU-00036,2834,770,7,0.91,VendorB,Chemical,No
2040-12-17,SKU-00036,8368,883,3,0.93,VendorB,Chemical,No
2040-12-24,SKU-00036,3526,522,7,0.9,VendorB,Chemical,No
2040-12-31,SKU-00036,9940,853,2,0.92,VendorB,Chemical,No
2041-01-07,SKU-00036,2527,444,4,0.95,VendorB,Chemical,No
2041-01-14,SKU-00036,4593,521,3,0.91,VendorB,Chemical,No
2041-01-21,SKU-00036,2073,353,15,0.9,VendorB,Chemical,No
2041-01-28,SKU-00036,5004,501,2,0.96,VendorB,Chemical,No
2041-02-04,SKU-00036,2392,389,2,0.98,VendorB,Chemical,No
2041-02-11,SKU-00036,4823,444,5,0.95,VendorB,Chemical,No
2041-02-18,SKU-00036,1724,489,9,0.94,VendorB,Chemical,No
2041-02-25,SKU-00036,4886,623,6,0.92,VendorB,Chemical,No
2041-03-04,SKU-00036,8612,739,9,0.98,VendorB,Chemical,No
2041-03-11,SKU-00036,10025,848,5,0.85,VendorB,Chemical,No
2041-03-18,SKU-00036,4416,548,4,0.97,VendorB,Chemical,No
2041-03-25,SKU-00036,1978,588,3,0.99,VendorB,Chemical,No
2041-04-01,SKU-00036,4666,460,4,0.86,VendorB,Chemical,No
2041-04-08,SKU-00036,3694,664,8,0.85,VendorB,Chemical,No
2041-04-15,SKU-00036,6210,720,7,0.87,VendorB,Chemical,No
2041-04-22,SKU-00036,5988,661,7,0.88,VendorB,Chemical,No
2041-04-29,SKU-00036,6035,603,6,0.93,VendorB,Chemical,No
2041-05-06,SKU-00036,7638,790,2,0.94,VendorB,Chemical,No
2041-05-13,SKU-00036,8954,982,7,0.87,VendorB,Chemical,No
2041-05-20,SKU-00036,3467,532,7,0.93,VendorB,Chemical,No
2041-05-27,SKU-00036,6920,585,9,0.97,VendorB,Chemical,No
2041-06-03,SKU-00036,2752,363,3,0.93,VendorB,Chemical,No
2041-06-10,SKU-00036,6270,747,9,0.92,VendorB,Chemical,No
2041-06-17,SKU-00036,8550,904,5,0.87,VendorB,Chemical,No
2041-06-24,SKU-00036,1775,549,9,0.94,VendorB,Chemical,No
2041-07-01,SKU-00036,10545,989,9,0.92,VendorB,Chemical,No
2041-07-08,SKU-00036,2955,900,2,0.93,VendorB,Chemical,No
2041-07-15,SKU-00036,4805,790,4,0.96,VendorB,Chemical,No
2041-07-22,SKU-00036,4171,575,6,0.9,VendorB,Chemical,No
2041-07-29,SKU-00036,6125,687,19,0.92,VendorB,Chemical,No
2041-08-05,SKU-00036,4722,788,7,0.96,VendorB,Chemical,No
2041-08-12,SKU-00036,3500,619,6,0.87,VendorB,Chemical,No
2041-08-19,SKU-00036,3625,733,5,0.98,VendorB,Chemical,No
2041-08-26,SKU-00036,5206,496,10,0.9,VendorB,Chemical,No
2041-09-02,SKU-00036,3286,800,7,0.93,VendorB,Chemical,No
2041-09-09,SKU-00036,9393,865,8,0.9,VendorB,Chemical,No
2041-09-16,SKU-00036,3069,736,5,0.9,VendorB,Chemical,No
2041-09-23,SKU-00036,7799,741,2,0.87,VendorB,Chemical,No
2041-09-30,SKU-00036,3655,641,8,0.93,VendorB,Chemical,No
2041-10-07,SKU-00036,5572,655,2,0.96,VendorB,Chemical,No
2041-10-14,SKU-00036,1784,566,4,0.85,VendorB,Chemical,No
2041-10-21,SKU-00036,4579,759,5,0.97,VendorB,Chemical,No
2041-10-28,SKU-00036,7130,666,4,0.89,VendorB,Chemical,No
2041-11-04,SKU-00036,6084,983,4,0.9,VendorB,Chemical,No
2041-11-11,SKU-00036,4009,821,9,0.91,VendorB,Chemical,No
2041-11-18,SKU-00036,9308,788,11,0.98,VendorB,Chemical,No
2041-11-25,SKU-00036,2867,508,7,0.94,VendorB,Chemical,No
2041-12-02,SKU-00036,3828,379,8,0.88,VendorB,Chemical,No
2041-12-09,SKU-00036,4849,524,9,0.85,VendorB,Chemical,No
2041-12-16,SKU-00036,5153,453,7,0.96,VendorB,Chemical,No
2041-12-23,SKU-00036,5514,521,6,0.87,VendorB,Chemical,No
2041-12-30,SKU-00036,2434,541,6,0.93,VendorB,Chemical,No
2042-01-06,SKU-00036,4201,588,7,0.95,VendorB,Chemical,No
2042-01-13,SKU-00036,2465,241,11,0.85,VendorB,Chemical,No
2042-01-20,SKU-00036,5088,828,10,0.93,VendorB,Chemical,No
2042-01-27,SKU-00036,3469,433,8,0.95,VendorB,Chemical,No
2042-02-03,SKU-00036,3099,343,5,0.92,VendorB,Chemical,No
2042-02-10,SKU-00036,6282,681,2,0.89,VendorB,Chemical,No
2042-02-17,SKU-00036,8401,731,7,0.93,VendorB,Chemical,No
2042-02-24,SKU-00036,2329,674,4,0.89,VendorB,Chemical,No
2042-03-03,SKU-00036,4873,486,6,0.93,VendorB,Chemical,No
2042-03-10,SKU-00036,4773,444,6,0.99,VendorB,Chemical,No
2042-03-17,SKU-00036,6313,803,4,0.9,VendorB,Chemical,No
2042-03-24,SKU-00036,7593,870,5,0.97,VendorB,Chemical,No
2042-03-31,SKU-00036,2951,427,10,0.97,VendorB,Chemical,No
2042-04-07,SKU-00036,7935,744,4,0.96,VendorB,Chemical,No
2042-04-14,SKU-00036,7249,632,2,0.87,VendorB,Chemical,No
2042-04-21,SKU-00036,6323,667,8,0.89,VendorB,Chemical,No
2042-04-28,SKU-00036,4921,567,6,0.88,VendorB,Chemical,No
2042-05-05,SKU-00036,6409,1095,5,0.87,VendorB,Chemical,No
2042-05-12,SKU-00036,2410,698,8,0.85,VendorB,Chemical,No
2042-05-19,SKU-00036,8962,862,10,0.88,VendorB,Chemical,No
2042-05-26,SKU-00036,2925,424,4,0.86,VendorB,Chemical,No
2042-06-02,SKU-00036,3748,411,10,0.88,VendorB,Chemical,No
2042-06-09,SKU-00036,7793,933,16,0.89,VendorB,Chemical,No
2042-06-16,SKU-00036,2812,672,8,0.9,VendorB,Chemical,No
2042-06-23,SKU-00036,4896,740,8,0.94,VendorB,Chemical,No
2042-06-30,SKU-00036,7325,719,2,0.88,VendorB,Chemical,No
2042-07-07,SKU-00036,6647,685,8,0.86,VendorB,Chemical,No
2042-07-14,SKU-00036,6252,986,4,0.89,VendorB,Chemical,No
2042-07-21,SKU-00036,2359,699,2,0.87,VendorB,Chemical,No
2042-07-28,SKU-00036,5506,800,19,0.91,VendorB,Chemical,No
2042-08-04,SKU-00036,4513,698,11,0.86,VendorB,Chemical,No
2042-08-11,SKU-00036,6350,680,5,0.98,VendorB,Chemical,No
2042-08-18,SKU-00036,7519,1033,12,0.87,VendorB,Chemical,No
2042-08-25,SKU-00036,5373,816,6,0.89,VendorB,Chemical,No
2042-09-01,SKU-00036,7712,700,2,0.97,VendorB,Chemical,No
2042-09-08,SKU-00036,5268,773,2,0.88,VendorB,Chemical,No
2042-09-15,SKU-00036,4592,707,9,0.87,VendorB,Chemical,No
2042-09-22,SKU-00036,6031,564,4,0.96,VendorB,Chemical,No
2042-09-29,SKU-00036,7302,855,7,0.89,VendorB,Chemical,No
2042-10-06,SKU-00036,974,165,5,0.96,VendorB,Chemical,No
2042-10-13,SKU-00036,3121,295,9,0.93,VendorB,Chemical,No
2042-10-20,SKU-00036,6295,684,5,0.99,VendorB,Chemical,No
2042-10-27,SKU-00036,7150,645,14,0.9,VendorB,Chemical,No
2042-11-03,SKU-00036,5886,655,2,0.92,VendorB,Chemical,No
2042-11-10,SKU-00036,3893,799,9,0.92,VendorB,Chemical,No
2042-11-17,SKU-00036,6857,801,16,0.95,VendorB,Chemical,No
2042-11-24,SKU-00036,2459,496,3,0.89,VendorB,Chemical,No
2042-12-01,SKU-00036,7891,687,11,0.98,VendorB,Chemical,No
2042-12-08,SKU-00036,2288,456,5,0.92,VendorB,Chemical,No
2042-12-15,SKU-00036,5467,562,8,0.97,VendorB,Chemical,No
2042-12-22,SKU-00036,1686,409,4,0.86,VendorB,Chemical,No
2042-12-29,SKU-00036,1555,143,5,0.85,VendorB,Chemical,No
2043-01-05,SKU-00036,4207,497,5,0.95,VendorB,Chemical,No
2043-01-12,SKU-00036,4587,484,7,0.94,VendorB,Chemical,No
2043-01-19,SKU-00036,2755,451,5,0.85,VendorB,Chemical,No
2043-01-26,SKU-00036,3237,457,4,0.88,VendorB,Chemical,No
2043-02-02,SKU-00036,7480,768,12,0.93,VendorB,Chemical,No
2043-02-09,SKU-00036,2049,656,9,0.96,VendorB,Chemical,No
2043-02-16,SKU-00036,5887,747,9,0.91,VendorB,Chemical,No
2043-02-23,SKU-00036,7371,655,3,0.86,VendorB,Chemical,No
2043-03-02,SKU-00036,6189,679,6,0.94,VendorB,Chemical,No
2043-03-09,SKU-00036,4487,611,10,0.99,VendorB,Chemical,No
2043-03-16,SKU-00036,7367,744,7,0.93,VendorB,Chemical,No
2043-03-23,SKU-00036,9851,991,9,0.92,VendorB,Chemical,No
2043-03-30,SKU-00036,6916,774,9,0.86,VendorB,Chemical,No
2043-04-06,SKU-00036,2655,550,10,0.94,VendorB,Chemical,No
2043-04-13,SKU-00036,4121,475,13,0.92,VendorB,Chemical,No
2043-04-20,SKU-00036,2656,684,15,0.85,VendorB,Chemical,No
2043-04-27,SKU-00036,2264,558,6,0.93,VendorB,Chemical,No
2043-05-04,SKU-00036,6344,752,9,0.96,VendorB,Chemical,No
2043-05-11,SKU-00036,7679,723,14,0.9,VendorB,Chemical,No
2043-05-18,SKU-00036,2884,838,5,0.89,VendorB,Chemical,No
2043-05-25,SKU-00036,3169,522,2,0.88,VendorB,Chemical,No
2043-06-01,SKU-00036,2905,355,3,0.92,VendorB,Chemical,No
2043-06-08,SKU-00036,4214,576,2,0.95,VendorB,Chemical,No
2043-06-15,SKU-00036,8394,801,13,0.97,VendorB,Chemical,No
2043-06-22,SKU-00036,7672,775,10,0.92,VendorB,Chemical,No
2043-06-29,SKU-00036,8155,756,10,0.85,VendorB,Chemical,No
2043-07-06,SKU-00036,2180,547,2,0.91,VendorB,Chemical,No
2043-07-13,SKU-00036,2848,709,12,0.97,VendorB,Chemical,No
2043-07-20,SKU-00036,5203,670,10,0.95,VendorB,Chemical,No
2043-07-27,SKU-00036,3936,677,7,0.92,VendorB,Chemical,No
2043-08-03,SKU-00036,7447,736,2,0.93,VendorB,Chemical,No
2043-08-10,SKU-00036,5478,919,9,0.91,VendorB,Chemical,No
2043-08-17,SKU-00036,4977,724,3,0.87,VendorB,Chemical,No
2043-08-24,SKU-00036,4740,904,10,0.96,VendorB,Chemical,No
2043-08-31,SKU-00036,1608,419,3,0.88,VendorB,Chemical,No
2043-09-07,SKU-00036,8053,677,10,0.94,VendorB,Chemical,No
2043-09-14,SKU-00036,2978,717,4,0.97,VendorB,Chemical,No
2043-09-21,SKU-00036,5451,562,10,0.95,VendorB,Chemical,No
2043-09-28,SKU-00036,2459,795,2,0.9,VendorB,Chemical,No
2043-10-05,SKU-00036,2248,568,7,0.93,VendorB,Chemical,No
2043-10-12,SKU-00036,3653,672,10,0.97,VendorB,Chemical,No
2043-10-19,SKU-00036,5208,454,6,0.9,VendorB,Chemical,No
2043-10-26,SKU-00036,6181,710,10,0.9,VendorB,Chemical,No
2043-11-02,SKU-00036,7405,636,7,0.9,VendorB,Chemical,No
2043-11-09,SKU-00036,9646,809,8,0.92,VendorB,Chemical,No
2043-11-16,SKU-00036,6315,615,6,0.98,VendorB,Chemical,No
2043-11-23,SKU-00036,7559,708,2,0.96,VendorB,Chemical,No
2043-11-30,SKU-00036,6367,739,4,0.9,VendorB,Chemical,No
2043-12-07,SKU-00036,5218,596,3,0.87,VendorB,Chemical,No
2043-12-14,SKU-00036,2479,727,10,0.96,VendorB,Chemical,No
2043-12-21,SKU-00036,3016,495,2,0.89,VendorB,Chemical,No
2043-12-28,SKU-00036,7859,688,3,0.94,VendorB,Chemical,No
2044-01-04,SKU-00036,2006,502,12,0.98,VendorB,Chemical,No
2044-01-11,SKU-00036,5207,748,2,0.87,VendorB,Chemical,No
2044-01-18,SKU-00036,2254,239,10,0.98,VendorB,Chemical,No
2044-01-25,SKU-00036,2576,488,2,0.94,VendorB,Chemical,No
2044-02-01,SKU-00036,3509,464,2,0.91,VendorB,Chemical,No
2044-02-08,SKU-00036,1824,407,5,0.97,VendorB,Chemical,No
2044-02-15,SKU-00036,5462,605,6,0.96,VendorB,Chemical,No
2044-02-22,SKU-00036,4578,642,2,0.97,VendorB,Chemical,No
2044-02-29,SKU-00036,4037,590,12,0.91,VendorB,Chemical,No
2044-03-07,SKU-00036,5248,686,17,0.96,VendorB,Chemical,No
2044-03-14,SKU-00036,6145,760,7,0.99,VendorB,Chemical,No
2044-03-21,SKU-00036,6861,602,10,0.91,VendorB,Chemical,No
2044-03-28,SKU-00036,3021,603,5,0.9,VendorB,Chemical,No
2044-04-04,SKU-00036,4894,725,7,0.91,VendorB,Chemical,No
2044-04-11,SKU-00036,4441,722,3,0.86,VendorB,Chemical,No
2044-04-18,SKU-00036,3774,596,5,0.97,VendorB,Chemical,No
2044-04-25,SKU-00036,4534,435,5,0.93,VendorB,Chemical,No
2044-05-02,SKU-00036,5849,795,2,0.95,VendorB,Chemical,No
2044-05-09,SKU-00036,3851,746,6,0.93,VendorB,Chemical,No
2044-05-16,SKU-00036,9873,898,3,0.92,VendorB,Chemical,No
2044-05-23,SKU-00036,3073,700,5,0.9,VendorB,Chemical,No
2044-05-30,SKU-00036,4620,785,8,0.95,VendorB,Chemical,No
2044-06-06,SKU-00036,3021,562,9,0.94,VendorB,Chemical,No
2044-06-13,SKU-00036,8753,1068,9,0.98,VendorB,Chemical,No
2044-06-20,SKU-00036,3093,892,15,0.87,VendorB,Chemical,No
2044-06-27,SKU-00036,2818,491,2,0.88,VendorB,Chemical,No
2044-07-04,SKU-00036,2543,579,8,0.87,VendorB,Chemical,No
2044-07-11,SKU-00036,5802,734,7,0.94,VendorB,Chemical,No
2044-07-18,SKU-00036,4249,706,11,0.85,VendorB,Chemical,No
2044-07-25,SKU-00036,8608,741,3,0.93,VendorB,Chemical,No
2044-08-01,SKU-00036,9444,806,6,0.87,VendorB,Chemical,No
2044-08-08,SKU-00036,1508,502,7,0.98,VendorB,Chemical,No
2044-08-15,SKU-00036,6666,584,12,0.88,VendorB,Chemical,No
2044-08-22,SKU-00036,5512,826,5,0.9,VendorB,Chemical,No
2044-08-29,SKU-00036,7319,760,2,0.9,VendorB,Chemical,No
2044-09-05,SKU-00036,6545,808,2,0.98,VendorB,Chemical,No
2044-09-12,SKU-00036,6098,515,2,0.9,VendorB,Chemical,No
2044-09-19,SKU-00036,6282,821,9,0.88,VendorB,Chemical,No
2044-09-26,SKU-00036,12278,1158,2,0.88,VendorB,Chemical,No
2044-10-03,SKU-00036,4222,633,7,0.98,VendorB,Chemical,No
2044-10-10,SKU-00036,2181,696,6,0.88,VendorB,Chemical,No
2044-10-17,SKU-00036,5154,465,7,0.99,VendorB,Chemical,No
2044-10-24,SKU-00036,5928,571,2,0.92,VendorB,Chemical,No
2044-10-31,SKU-00036,1626,444,7,0.98,VendorB,Chemical,No
2044-11-07,SKU-00036,3193,386,6,0.93,VendorB,Chemical,No
2044-11-14,SKU-00036,3061,533,13,0.88,VendorB,Chemical,No
2044-11-21,SKU-00036,4766,562,8,0.86,VendorB,Chemical,No
2044-11-28,SKU-00036,5460,594,5,0.9,VendorB,Chemical,No
2044-12-05,SKU-00036,7726,685,5,0.96,VendorB,Chemical,No
2044-12-12,SKU-00036,3964,348,4,0.96,VendorB,Chemical,No
2044-12-19,SKU-00036,3493,425,15,0.94,VendorB,Chemical,No
2044-12-26,SKU-00036,5061,441,12,0.89,VendorB,Chemical,No
2045-01-02,SKU-00036,4914,421,7,0.9,VendorB,Chemical,No
2045-01-09,SKU-00036,2463,258,4,0.99,VendorB,Chemical,No
2045-01-16,SKU-00036,1338,363,8,0.86,VendorB,Chemical,No
2045-01-23,SKU-00036,3525,794,5,0.92,VendorB,Chemical,No
2045-01-30,SKU-00036,4542,557,5,0.92,VendorB,Chemical,No
2045-02-06,SKU-00036,2669,466,4,0.87,VendorB,Chemical,No
2045-02-13,SKU-00036,2280,490,10,0.95,VendorB,Chemical,No
2045-02-20,SKU-00036,4448,384,10,0.86,VendorB,Chemical,No
2045-02-27,SKU-00036,4157,362,9,0.98,VendorB,Chemical,No
2045-03-06,SKU-00036,5478,674,3,0.9,VendorB,Chemical,No
2045-03-13,SKU-00036,7356,662,2,0.98,VendorB,Chemical,No
2045-03-20,SKU-00036,3776,496,4,0.92,VendorB,Chemical,No
2045-03-27,SKU-00036,5471,625,2,0.87,VendorB,Chemical,No
2045-04-03,SKU-00036,8923,851,2,0.95,VendorB,Chemical,No
2045-04-10,SKU-00036,5499,835,6,0.88,VendorB,Chemical,No
2045-04-17,SKU-00036,7535,746,7,0.94,VendorB,Chemical,No
2045-04-24,SKU-00036,5264,788,3,0.97,VendorB,Chemical,No
2045-05-01,SKU-00036,6030,676,3,0.87,VendorB,Chemical,No
2045-05-08,SKU-00036,3036,894,5,0.98,VendorB,Chemical,No
2045-05-15,SKU-00036,5734,1129,8,0.91,VendorB,Chemical,No
2045-05-22,SKU-00036,9309,801,9,0.95,VendorB,Chemical,No
2045-05-29,SKU-00036,5329,869,5,0.88,VendorB,Chemical,No
2045-06-05,SKU-00036,3580,711,5,0.99,VendorB,Chemical,No
2045-06-12,SKU-00036,5873,615,7,0.96,VendorB,Chemical,No
2045-06-19,SKU-00036,6667,741,5,0.86,VendorB,Chemical,No
2045-06-26,SKU-00036,7226,749,6,0.96,VendorB,Chemical,No
2045-07-03,SKU-00036,5026,759,5,0.88,VendorB,Chemical,No
2045-07-10,SKU-00036,2450,597,6,0.9,VendorB,Chemical,No
2045-07-17,SKU-00036,2970,798,2,0.9,VendorB,Chemical,No
2045-07-24,SKU-00036,4132,931,6,0.88,VendorB,Chemical,No
2045-07-31,SKU-00036,5219,890,9,0.88,VendorB,Chemical,No
2045-08-07,SKU-00036,2564,459,6,0.88,VendorB,Chemical,No
2045-08-14,SKU-00036,8159,828,3,0.9,VendorB,Chemical,No
2045-08-21,SKU-00036,4368,987,7,0.87,VendorB,Chemical,No
2045-08-28,SKU-00036,4249,732,2,0.98,VendorB,Chemical,No
2045-09-04,SKU-00036,6802,603,7,0.96,VendorB,Chemical,No
2045-09-11,SKU-00036,4225,459,12,0.9,VendorB,Chemical,No
2045-09-18,SKU-00036,7156,852,9,0.98,VendorB,Chemical,No
2045-09-25,SKU-00036,3049,663,3,0.88,VendorB,Chemical,No
2045-10-02,SKU-00036,7072,630,2,0.94,VendorB,Chemical,No
2045-10-09,SKU-00036,6633,695,4,0.88,VendorB,Chemical,No
2045-10-16,SKU-00036,3378,454,6,0.95,VendorB,Chemical,No
2045-10-23,SKU-00036,5095,647,9,0.89,VendorB,Chemical,No
2045-10-30,SKU-00036,9251,956,11,0.95,VendorB,Chemical,No
2045-11-06,SKU-00036,5866,737,3,0.98,VendorB,Chemical,No
2045-11-13,SKU-00036,1176,320,5,0.92,VendorB,Chemical,No
2045-11-20,SKU-00036,5291,487,8,0.96,VendorB,Chemical,No
2045-11-27,SKU-00036,4856,613,3,0.88,VendorB,Chemical,No
2045-12-04,SKU-00036,1718,516,7,0.93,VendorB,Chemical,No
2045-12-11,SKU-00036,4591,603,2,0.94,VendorB,Chemical,No
2045-12-18,SKU-00036,2950,542,3,0.93,VendorB,Chemical,No
2045-12-25,SKU-00036,3706,526,13,0.87,VendorB,Chemical,No
2046-01-01,SKU-00036,2072,500,8,0.96,VendorB,Chemical,No
2046-01-08,SKU-00036,5396,460,6,0.94,VendorB,Chemical,No
2046-01-15,SKU-00036,5448,583,11,0.92,VendorB,Chemical,No
2046-01-22,SKU-00036,8966,950,4,0.97,VendorB,Chemical,No
2046-01-29,SKU-00036,3508,691,8,0.89,VendorB,Chemical,No
2046-02-05,SKU-00036,4557,550,6,0.91,VendorB,Chemical,No
2046-02-12,SKU-00036,5803,708,16,0.9,VendorB,Chemical,No
2046-02-19,SKU-00036,6844,730,2,0.98,VendorB,Chemical,No
2046-02-26,SKU-00036,2489,758,4,0.86,VendorB,Chemical,No
2046-03-05,SKU-00036,2594,490,8,0.97,VendorB,Chemical,No
2046-03-12,SKU-00036,5904,835,8,0.95,VendorB,Chemical,No
2046-03-19,SKU-00036,2643,543,5,0.98,VendorB,Chemical,No
2046-03-26,SKU-00036,2237,470,8,0.94,VendorB,Chemical,No
2046-04-02,SKU-00036,8958,893,9,0.87,VendorB,Chemical,No
2046-04-09,SKU-00036,7078,664,3,0.85,VendorB,Chemical,No
2046-04-16,SKU-00036,7358,645,8,0.94,VendorB,Chemical,No
2046-04-23,SKU-00036,7192,791,7,0.93,VendorB,Chemical,No
2046-04-30,SKU-00036,2141,691,11,0.93,VendorB,Chemical,No
2046-05-07,SKU-00036,4783,692,7,0.9,VendorB,Chemical,No
2046-05-14,SKU-00036,9842,980,3,0.99,VendorB,Chemical,No
2046-05-21,SKU-00036,5226,930,8,0.87,VendorB,Chemical,No
2046-05-28,SKU-00036,4029,427,18,0.9,VendorB,Chemical,No
2046-06-04,SKU-00036,5440,705,2,0.93,VendorB,Chemical,No
2046-06-11,SKU-00036,3969,1023,10,0.93,VendorB,Chemical,No
2046-06-18,SKU-00036,7615,638,2,0.9,VendorB,Chemical,No
2046-06-25,SKU-00036,2254,519,7,0.85,VendorB,Chemical,No
2046-07-02,SKU-00036,2672,406,2,0.86,VendorB,Chemical,No
2046-07-09,SKU-00036,4168,753,5,0.88,VendorB,Chemical,No
2046-07-16,SKU-00036,4974,769,2,0.95,VendorB,Chemical,No
2046-07-23,SKU-00036,10172,905,2,0.91,VendorB,Chemical,No
2046-07-30,SKU-00036,9637,825,3,0.97,VendorB,Chemical,No
2046-08-06,SKU-00036,2319,703,9,0.88,VendorB,Chemical,No
2046-08-13,SKU-00036,2992,540,4,0.87,VendorB,Chemical,No
2046-08-20,SKU-00036,5754,953,7,0.92,VendorB,Chemical,No
2046-08-27,SKU-00036,6124,661,4,0.93,VendorB,Chemical,No
2046-09-03,SKU-00036,1027,220,6,0.93,VendorB,Chemical,No
2046-09-10,SKU-00036,2310,659,4,0.96,VendorB,Chemical,No
2046-09-17,SKU-00036,4867,423,9,0.87,VendorB,Chemical,No
2046-09-24,SKU-00036,3727,431,5,0.93,VendorB,Chemical,No
2046-10-01,SKU-00036,2792,470,9,0.96,VendorB,Chemical,No
2046-10-08,SKU-00036,1351,348,7,0.86,VendorB,Chemical,No
2046-10-15,SKU-00036,2441,645,4,0.86,VendorB,Chemical,No
2046-10-22,SKU-00036,4439,449,2,0.93,VendorB,Chemical,No
2046-10-29,SKU-00036,2227,352,2,0.88,VendorB,Chemical,No
2046-11-05,SKU-00036,7415,635,5,0.86,VendorB,Chemical,No
2046-11-12,SKU-00036,3632,626,2,0.88,VendorB,Chemical,No
2046-11-19,SKU-00036,2467,493,5,0.98,VendorB,Chemical,No
2046-11-26,SKU-00036,3300,645,9,0.88,VendorB,Chemical,No
2046-12-03,SKU-00036,1518,454,11,0.95,VendorB,Chemical,No
2046-12-10,SKU-00036,4122,554,13,0.96,VendorB,Chemical,No
2046-12-17,SKU-00036,9347,881,9,0.98,VendorB,Chemical,No
2046-12-24,SKU-00036,2226,556,8,0.91,VendorB,Chemical,No
2046-12-31,SKU-00036,3396,673,10,0.86,VendorB,Chemical,No
2047-01-07,SKU-00036,4226,426,4,0.89,VendorB,Chemical,No
2047-01-14,SKU-00036,4957,465,13,0.97,VendorB,Chemical,No
2047-01-21,SKU-00036,3463,638,4,0.9,VendorB,Chemical,No
2047-01-28,SKU-00036,1621,397,9,0.87,VendorB,Chemical,No
2047-02-04,SKU-00036,5156,552,4,0.86,VendorB,Chemical,No
2047-02-11,SKU-00036,2282,638,3,0.91,VendorB,Chemical,No
2047-02-18,SKU-00036,6293,948,10,0.95,VendorB,Chemical,No
2047-02-25,SKU-00036,2031,603,9,0.88,VendorB,Chemical,No
2047-03-04,SKU-00036,4068,496,6,0.94,VendorB,Chemical,No
2047-03-11,SKU-00036,6379,641,7,0.91,VendorB,Chemical,No
2047-03-18,SKU-00036,5229,713,11,0.95,VendorB,Chemical,No
2047-03-25,SKU-00036,6523,601,5,0.89,VendorB,Chemical,No
2047-04-01,SKU-00036,2039,310,10,0.95,VendorB,Chemical,No
2047-04-08,SKU-00036,5543,596,2,0.9,VendorB,Chemical,No
2047-04-15,SKU-00036,4391,557,7,0.87,VendorB,Chemical,No
2047-04-22,SKU-00036,6951,658,11,0.95,VendorB,Chemical,No
2024-01-01,SKU-00037,2600,242,2,0.95,VendorD,Reagent,Yes
2024-01-08,SKU-00037,1873,266,8,0.64,VendorD,Reagent,Yes
2024-01-15,SKU-00037,704,183,15,0.86,VendorD,Reagent,Yes
2024-01-22,SKU-00037,2541,216,10,0.94,VendorD,Reagent,Yes
2024-01-29,SKU-00037,1693,258,11,0.97,VendorD,Reagent,Yes
2024-02-05,SKU-00037,2085,245,2,0.71,VendorD,Reagent,Yes
2024-02-12,SKU-00037,1440,279,2,0.96,VendorD,Reagent,Yes
2024-02-19,SKU-00037,1844,250,8,0.89,VendorD,Reagent,Yes
2024-02-26,SKU-00037,2305,258,2,0.91,VendorD,Reagent,Yes
2024-03-04,SKU-00037,2421,228,10,0.96,VendorD,Reagent,Yes
2024-03-11,SKU-00037,2197,248,9,0.96,VendorD,Reagent,Yes
2024-03-18,SKU-00037,3168,267,8,0.93,VendorD,Reagent,Yes
2024-03-25,SKU-00037,1204,192,3,0.89,VendorD,Reagent,Yes
2024-04-01,SKU-00037,2731,337,8,0.94,VendorD,Reagent,Yes
2024-04-08,SKU-00037,1033,230,11,0.98,VendorD,Reagent,Yes
2024-04-15,SKU-00037,1168,235,3,0.89,VendorD,Reagent,Yes
2024-04-22,SKU-00037,2543,220,8,0.95,VendorD,Reagent,Yes
2024-04-29,SKU-00037,695,166,4,0.87,VendorD,Reagent,Yes
2024-05-06,SKU-00037,1416,197,2,0.94,VendorD,Reagent,Yes
2024-05-13,SKU-00037,2701,233,2,0.98,VendorD,Reagent,Yes
2024-05-20,SKU-00037,1000,148,8,0.97,VendorD,Reagent,Yes
2024-05-27,SKU-00037,1073,351,6,0.55,VendorD,Reagent,Yes
2024-06-03,SKU-00037,2075,235,8,0.74,VendorD,Reagent,Yes
2024-06-10,SKU-00037,1948,243,10,0.98,VendorD,Reagent,Yes
2024-06-17,SKU-00037,1399,319,6,0.61,VendorD,Reagent,Yes
2024-06-24,SKU-00037,2882,248,8,0.9,VendorD,Reagent,Yes
2024-07-01,SKU-00037,1876,210,9,0.91,VendorD,Reagent,Yes
